prefecture,operator,route,ports,vessel,fiscal_year,year_basis,annual_passengers,passenger_km,route_km,needs_download,source_title,source_url,source_page,notes
長崎県,黄島海運,福江～黄島・赤島,福江 - 赤島 - 黄島,passenger,2016,FY,4762,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,黄島海運,福江～黄島・赤島,福江 - 赤島 - 黄島,passenger,2017,FY,4773,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,黄島海運,福江～黄島・赤島,福江 - 赤島 - 黄島,passenger,2018,FY,4782,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,黄島海運,福江～黄島・赤島,福江 - 赤島 - 黄島,passenger,2019,FY,4614,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,黄島海運,福江～黄島・赤島,福江 - 赤島 - 黄島,passenger,2020,FY,4271,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,野母商船,福江～博多,博多 - 宇久平 - 小値賀 - 青方 - 奈留 - 福江,ferry,2015,FY,26607,,225.6,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Ferry 太古. Not stated whether this is the whole route or only passengers to/from Goto city ports. National-subsidy route; subsidy year October-September likely. route_km (福江～青方～博多) from 九州運輸要覧 table (6) 管内主要離島航路一覧 (https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf p.6)."
長崎県,野母商船,福江～博多,博多 - 宇久平 - 小値賀 - 青方 - 奈留 - 福江,ferry,2016,FY,27543,,225.6,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Scope (whole route or Goto city only) not stated. route_km from 九州運輸要覧."
長崎県,野母商船,福江～博多,博多 - 宇久平 - 小値賀 - 青方 - 奈留 - 福江,ferry,2017,FY,29075,,225.6,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Scope (whole route or Goto city only) not stated. route_km from 九州運輸要覧."
長崎県,野母商船,福江～博多,博多 - 宇久平 - 小値賀 - 青方 - 奈留 - 福江,ferry,2018,FY,29610,,225.6,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Scope (whole route or Goto city only) not stated. route_km from 九州運輸要覧."
長崎県,野母商船,福江～博多,博多 - 宇久平 - 小値賀 - 青方 - 奈留 - 福江,ferry,2019,FY,30071,,225.6,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Scope (whole route or Goto city only) not stated. route_km from 九州運輸要覧."
長崎県,野母商船,福江～博多,博多 - 宇久平 - 小値賀 - 青方 - 奈留 - 福江,ferry,2020,FY,11270,,225.6,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Scope (whole route or Goto city only) not stated. route_km from 九州運輸要覧. COVID year."
長崎県,嵯峨島旅客船,嵯峨島～貝津,嵯峨島 - 貝津,passenger,2015,FY,20030,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"National-subsidy route; subsidy year October-September likely."
長崎県,嵯峨島旅客船,嵯峨島～貝津,嵯峨島 - 貝津,passenger,2016,FY,19922,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,嵯峨島旅客船,嵯峨島～貝津,嵯峨島 - 貝津,passenger,2017,FY,19305,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,嵯峨島旅客船,嵯峨島～貝津,嵯峨島 - 貝津,passenger,2018,FY,18728,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,嵯峨島旅客船,嵯峨島～貝津,嵯峨島 - 貝津,passenger,2019,FY,18031,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,嵯峨島旅客船,嵯峨島～貝津,嵯峨島 - 貝津,passenger,2020,FY,15582,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Subsidy year October-September likely."
長崎県,九州商船,五島～長崎,長崎 - 奈良尾 - 福江,mixed,2015,FY,481161,,96.5,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Kyushu Shosen Nagasaki-Goto: ferry (万葉・椿) + jetfoil (ぺがさす) combined; some sailings call at 奈留. Not stated whether Nagasaki-Narao (Shin-Kamigoto) passengers are included. Not a national-subsidy route so probably April-March. route_km (長崎～福江) from 九州運輸要覧 table (6) (https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf p.6)."
長崎県,九州商船,五島～長崎,長崎 - 奈良尾 - 福江,mixed,2016,FY,475399,,96.5,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Ferry + jetfoil combined; Narao passengers' inclusion not stated. route_km from 九州運輸要覧."
長崎県,九州商船,五島～長崎,長崎 - 奈良尾 - 福江,mixed,2017,FY,468861,,96.5,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Ferry + jetfoil combined; Narao passengers' inclusion not stated. route_km from 九州運輸要覧."
長崎県,九州商船,五島～長崎,長崎 - 奈良尾 - 福江,mixed,2018,FY,504866,,96.5,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Ferry + jetfoil combined; Narao passengers' inclusion not stated. route_km from 九州運輸要覧."
長崎県,九州商船,五島～長崎,長崎 - 奈良尾 - 福江,mixed,2019,FY,493695,,96.5,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Ferry + jetfoil combined; Narao passengers' inclusion not stated. route_km from 九州運輸要覧."
長崎県,九州商船,五島～長崎,長崎 - 奈良尾 - 福江,mixed,2020,FY,247639,,96.5,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.23 表 航路利用者数,"Ferry + jetfoil combined; Narao passengers' inclusion not stated. route_km from 九州運輸要覧. COVID year."
長崎県,五島市,富江～黒島,富江 - 黒島,passenger,2015,FY,225,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal route run with a 12-seat 海上タクシー; abolished end of September 2021. Year basis not stated. Checked against the table's total row."
長崎県,五島市,富江～黒島,富江 - 黒島,passenger,2016,FY,245,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal; abolished end of September 2021. Year basis not stated."
長崎県,五島市,富江～黒島,富江 - 黒島,passenger,2017,FY,346,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal; abolished end of September 2021. Year basis not stated."
長崎県,五島市,富江～黒島,富江 - 黒島,passenger,2018,FY,190,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal; abolished end of September 2021. Year basis not stated."
長崎県,五島市,富江～黒島,富江 - 黒島,passenger,2019,FY,228,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal; abolished end of September 2021. Year basis not stated."
長崎県,五島市,富江～黒島,富江 - 黒島,passenger,2020,FY,151,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal; abolished end of September 2021. Year basis not stated."
長崎県,五島市,奈留島～前島,奈留 - 笠松 - 前島,passenger,2015,FY,4121,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal route (喜代丸, 12 seats); national-subsidy route; two of three daily sailings run on demand. Year basis not stated."
長崎県,五島市,奈留島～前島,奈留 - 笠松 - 前島,passenger,2016,FY,4156,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal. Year basis not stated."
長崎県,五島市,奈留島～前島,奈留 - 笠松 - 前島,passenger,2017,FY,4556,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal. Year basis not stated."
長崎県,五島市,奈留島～前島,奈留 - 笠松 - 前島,passenger,2018,FY,4267,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal. Year basis not stated."
長崎県,五島市,奈留島～前島,奈留 - 笠松 - 前島,passenger,2019,FY,4774,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal. Year basis not stated."
長崎県,五島市,奈留島～前島,奈留 - 笠松 - 前島,passenger,2020,FY,4037,,,no,五島市地域公共交通計画（変更）令和4年3月策定・令和6年8月変更,https://www.city.goto.nagasaki.jp/s050/010/020/030/kokyokotukeikaku060806.pdf,p.24 表 航路利用者数（市営）,"Municipal. Year basis not stated."
長崎県,対馬市,対馬市営航路（浅茅湾：樽ヶ浜～仁位）,樽ヶ浜 - 仁位,passenger,2024,FY,474.5,,23.5,no,対馬市旅客定期航路事業経営戦略（令和2年2月策定・令和8年3月改定）,https://www.city.tsushima.nagasaki.jp/material/files/group/31/keieisennryakukaisei.pdf,p.14 (2. 将来の事業環境 (1) 利用者数の予測),"Municipal route in Aso Bay; 23.5 km 営業航路, one vessel. Published as 474.5 = 301.0 island-resident discount + 62.0 disability discount + 111.5 general (half units as published). The same sheet gives 271.0 for FY2025 as a forecast/annual figure. Route name from the 2015 Tsushima transport plan (樽ヶ浜～仁位航路); the strategy itself names 長板浦～仁位 as the 2019 base and a 水崎港 waiting room, so calls may have changed. Tiny route."
長崎県,新上五島町（全航路計）,新上五島町 航路利用者（町内全航路の合計）,,mixed,2015,FY,424000,,,no,新上五島町地域公共交通計画（令和5年3月）,https://official.shinkamigoto.net/cmd/dlfile.php?entryname=benri&entryid=06214&fileid=00000016&disp=inline,p.13 図 航路利用者の推移,"Aggregate, not a route: all ferry/jetfoil/high-speed users of routes serving Shin-Kamigoto's 8 ports (Kyushu Shosen Nagasaki-Narao / Nagasaki-Arikawa / Sasebo-Arikawa; Goto Sangyo Kisen Nagasaki-Tainoura; Nomo Shosen Hakata-Aokata-Fukue; Goto Ryokakusen Wakamatsu-Fukue; Sakito Shosen Tomozumi-Sasebo). Published in 万人 to one decimal (42.4), so rounded to 1000."
長崎県,新上五島町（全航路計）,新上五島町 航路利用者（町内全航路の合計）,,mixed,2016,FY,422000,,,no,新上五島町地域公共交通計画（令和5年3月）,https://official.shinkamigoto.net/cmd/dlfile.php?entryname=benri&entryid=06214&fileid=00000016&disp=inline,p.13 図 航路利用者の推移,"Aggregate of all routes serving the town, not a route. Published as 42.2万人."
長崎県,新上五島町（全航路計）,新上五島町 航路利用者（町内全航路の合計）,,mixed,2017,FY,431000,,,no,新上五島町地域公共交通計画（令和5年3月）,https://official.shinkamigoto.net/cmd/dlfile.php?entryname=benri&entryid=06214&fileid=00000016&disp=inline,p.13 図 航路利用者の推移,"Aggregate of all routes serving the town, not a route. Published as 43.1万人."
長崎県,新上五島町（全航路計）,新上五島町 航路利用者（町内全航路の合計）,,mixed,2018,FY,441000,,,no,新上五島町地域公共交通計画（令和5年3月）,https://official.shinkamigoto.net/cmd/dlfile.php?entryname=benri&entryid=06214&fileid=00000016&disp=inline,p.13 図 航路利用者の推移,"Aggregate of all routes serving the town, not a route. Published as 44.1万人."
長崎県,新上五島町（全航路計）,新上五島町 航路利用者（町内全航路の合計）,,mixed,2019,FY,441000,,,no,新上五島町地域公共交通計画（令和5年3月）,https://official.shinkamigoto.net/cmd/dlfile.php?entryname=benri&entryid=06214&fileid=00000016&disp=inline,p.13 図 航路利用者の推移,"Aggregate of all routes serving the town, not a route. Published as 44.1万人."
長崎県,新上五島町（全航路計）,新上五島町 航路利用者（町内全航路の合計）,,mixed,2020,FY,180000,,,no,新上五島町地域公共交通計画（令和5年3月）,https://official.shinkamigoto.net/cmd/dlfile.php?entryname=benri&entryid=06214&fileid=00000016&disp=inline,p.13 図 航路利用者の推移,"Aggregate of all routes serving the town, not a route. Published as 18.0万人. COVID year."
長崎県,新上五島町（全航路計）,新上五島町 航路利用者（町内全航路の合計）,,mixed,2021,FY,225000,,,no,新上五島町地域公共交通計画（令和5年3月）,https://official.shinkamigoto.net/cmd/dlfile.php?entryname=benri&entryid=06214&fileid=00000016&disp=inline,p.13 図 航路利用者の推移,"Aggregate of all routes serving the town, not a route. Published as 22.5万人."
長崎県,複数（九州郵船ほか）,壱岐（島計・船舶全航路）,,mixed,2018,FY,721000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10) 主要離島における船舶・航空機による旅客輸送実績及びシェアの推移,"Island total, not a route: all scheduled ship passengers to/from Iki (Kyushu Yusen Hakata-Iki(-Tsushima) ferry + jetfoil and Karatsu-Indoshi ferry; any other operator on those corridors). Published in thousands. Island values match the table's share columns; the source's R1 (FY2019) ship total row (2872) does not equal the sum of its island rows (2701), so that total row is wrong, not the island values."
長崎県,複数（九州郵船ほか）,壱岐（島計・船舶全航路）,,mixed,2019,FY,694000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands. The FY2019 total row in the source is internally inconsistent (see FY2018 row note)."
長崎県,複数（九州郵船ほか）,壱岐（島計・船舶全航路）,,mixed,2020,FY,360000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands. Total row checks."
長崎県,複数（九州郵船ほか）,壱岐（島計・船舶全航路）,,mixed,2021,FY,396000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands. Total row checks."
長崎県,複数（九州郵船ほか）,壱岐（島計・船舶全航路）,,mixed,2022,FY,526000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands. Total row checks."
長崎県,複数（九州郵船ほか）,壱岐（島計・船舶全航路）,,mixed,2023,FY,585000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands. Total row checks."
長崎県,複数（九州郵船ほか）,壱岐（島計・船舶全航路）,,mixed,2024,FY,594000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands. Total row checks."
長崎県,複数（九州郵船ほか）,対馬（島計・船舶全航路）,,mixed,2018,FY,217000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route: domestic ship passengers to/from Tsushima (Kyushu Yusen Hakata-Iki-Izuhara ferry + jetfoil and Hakata-Hitakatsu ferry). International Busan routes presumably excluded (domestic MLIT route data). How Iki-Tsushima through passengers are split between the two islands is not stated. Published in thousands."
長崎県,複数（九州郵船ほか）,対馬（島計・船舶全航路）,,mixed,2019,FY,223000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
長崎県,複数（九州郵船ほか）,対馬（島計・船舶全航路）,,mixed,2020,FY,107000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
長崎県,複数（九州郵船ほか）,対馬（島計・船舶全航路）,,mixed,2021,FY,116000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
長崎県,複数（九州郵船ほか）,対馬（島計・船舶全航路）,,mixed,2022,FY,150000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
長崎県,複数（九州郵船ほか）,対馬（島計・船舶全航路）,,mixed,2023,FY,183000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
長崎県,複数（九州郵船ほか）,対馬（島計・船舶全航路）,,mixed,2024,FY,180000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
長崎県,複数（九州商船ほか）,上五島（島計・船舶全航路）,,mixed,2018,FY,457000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route: ship passengers to/from Kamigoto (Kyushu Shosen Sasebo-Kamigoto and Nagasaki-Arikawa; Goto Sangyo Kisen Tainoura-Nagasaki; likely also Kamigoto calls of other routes). Which routes MLIT counts under 上五島 vs 下五島 is not stated. No air service so ship share 100%. Published in thousands. Compare the Shin-Kamigoto town total rows (441k FY2018)."
長崎県,複数（九州商船ほか）,上五島（島計・船舶全航路）,,mixed,2019,FY,439000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
長崎県,複数（九州商船ほか）,上五島（島計・船舶全航路）,,mixed,2020,FY,236000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
長崎県,複数（九州商船ほか）,上五島（島計・船舶全航路）,,mixed,2021,FY,269000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
長崎県,複数（九州商船ほか）,上五島（島計・船舶全航路）,,mixed,2022,FY,344000,,,no,九州運輸局 九州運輸要覧〔3〕旅客航路事業の現況（資料）,https://wwwtb.mlit.go.jp/kyushu/content/000369814.pdf,p.10 表(10),"Island total, not a route. Published in thousands."
