Title,Note,URL,Tags,Comment
Oasis,,https://www.google.com/maps/place/Oasis/data=!4m2!3m1!1s0x89c2595dc5c48767:0x7a5a1b0a3cfeff47,,
Desert Island,,https://www.google.com/maps/place/Desert+Island/data=!4m2!3m1!1s0x89c2595907b1b05d:0xfb24294b93cc004d,,
Fractal Tech,,https://www.google.com/maps/place/Fractal+Tech/data=!4m2!3m1!1s0x89c259e6277baf1f:0xf5b48532e16d2a3a,,
Grill Zilla Halal food,,https://www.google.com/maps/place/Grill+Zilla+Halal+food/data=!4m2!3m1!1s0x89c25dcab5621b0b:0xcb990dc9e866529f,,
SHAKALAKA BAKERY,,https://www.google.com/maps/place/SHAKALAKA+BAKERY/data=!4m2!3m1!1s0x89c26151816bf4ff:0xad0b67d15aa9bf24,,
The Word Is Change,,https://www.google.com/maps/place/The+Word+Is+Change/data=!4m2!3m1!1s0x89c25b8677cde8b7:0xe7adc5721f732112,,
A&A Bake Doubles and Roti,,https://www.google.com/maps/place/A%26A+Bake+Doubles+and+Roti/data=!4m2!3m1!1s0x89c25b9a9c409e85:0xfda803748eb61bf3,,
Furman's Coffee,,https://www.google.com/maps/place/Furman's+Coffee/data=!4m2!3m1!1s0x89c25b9ae23a36fd:0x56e690f6222fe79e,,
While in Kathmandu,,https://www.google.com/maps/place/While+in+Kathmandu/data=!4m2!3m1!1s0x89c25c212afa2779:0xdb062a3fe0026087,,
Bánh Mì Cô Út,,https://www.google.com/maps/place/B%C3%A1nh+M%C3%AC+C%C3%B4+%C3%9At/data=!4m2!3m1!1s0x89c259cd656a150d:0x42b2424fa574d8cd,,
National Museum of Korea,,https://www.google.com/maps/place/National+Museum+of+Korea/data=!4m2!3m1!1s0x357ca2ed7e746c37:0x616286c7a66e50e7,,
Dirt Candy,,https://www.google.com/maps/place/Dirt+Candy/data=!4m2!3m1!1s0x89c2599d7b6d7905:0x13f746a075ed355f,,
Green Valley,,https://www.google.com/maps/place/Green+Valley/data=!4m2!3m1!1s0x89c25d767fd153eb:0xcb99d9087e27861e,,
Curry In Handi,,https://www.google.com/maps/place/Curry+In+Handi/data=!4m2!3m1!1s0x89c25bc4bc1949ef:0xd467069709117c20,,
IC Brooklyn Cafe,,https://www.google.com/maps/place/IC+Brooklyn+Cafe/data=!4m2!3m1!1s0x89c25c1a5e725d6f:0xcba193a61f377d7f,,
Ocean Avenue Pedestrian Bridge,,https://www.google.com/maps/place/Ocean+Avenue+Pedestrian+Bridge/data=!4m2!3m1!1s0x89c24465689496b9:0xcba0063c7138d9e2,,
Portokali Gourmet Market,,https://www.google.com/maps/place/Portokali+Gourmet+Market/data=!4m2!3m1!1s0x89c24466aa0a8829:0xe09b7fbcdef06996,,
Gold Label,,https://www.google.com/maps/place/Gold+Label/data=!4m2!3m1!1s0x89c244412f44345d:0x6093c4b0ba47f8ad,,
Coney Island-Stillwell Av,,https://www.google.com/maps/place/Coney+Island-Stillwell+Av/data=!4m2!3m1!1s0x89c2444a9746d72f:0x5b7725540bf8c101,,
Peng's Noodle Folk,,https://www.google.com/maps/place/Peng's+Noodle+Folk/data=!4m2!3m1!1s0x89c258ba5e77e5a7:0x5f40d9d6fb57a1c2,,
Oneg Bakery,,https://www.google.com/maps/place/Oneg+Bakery/data=!4m2!3m1!1s0x89c25be62ea95c15:0x6e1dc656a72b8962,,
Meet Fresh,,https://www.google.com/maps/place/Meet+Fresh/data=!4m2!3m1!1s0x89c2610048abb00b:0xc478218b6fe1d6c4,,
Casa Caribe Pizza,,https://www.google.com/maps/place/Casa+Caribe+Pizza/data=!4m2!3m1!1s0x89c25d5cc96fbb65:0x2d07a85d6a55ae6d,,
The Orpheum Theatre,,https://www.google.com/maps/place/The+Orpheum+Theatre/data=!4m2!3m1!1s0x80c2c7caf9c20a59:0xb2b5fb45d281f926,,
Cathedral of Our Lady of the Angels,,https://www.google.com/maps/place/Cathedral+of+Our+Lady+of+the+Angels/data=!4m2!3m1!1s0x80c2c651d95548c9:0x65e0ac4b47f3f069,,
University Park,,https://www.google.com/maps/place/University+Park/data=!4m2!3m1!1s0x80c2c7e90e989213:0x8ebba90d1420823b,,
Exposition Park Rose Garden,,https://www.google.com/maps/place/Exposition+Park+Rose+Garden/data=!4m2!3m1!1s0x80c2c7e296808c63:0xb41d8366f7be2fef,,
Tsujita LA Artisan Noodles,,https://www.google.com/maps/place/Tsujita+LA+Artisan+Noodles/data=!4m2!3m1!1s0x80c2bb74df48dd81:0xf5e9b108b806741f,,
Yamaguchi Bonsai Nursery,,https://www.google.com/maps/place/Yamaguchi+Bonsai+Nursery/data=!4m2!3m1!1s0x80c2bb74120db623:0x8e60e3ae92d0de42,,
Venice Canal Historic District,,https://www.google.com/maps/place/Venice+Canal+Historic+District/data=!4m2!3m1!1s0x80c2baa2bf5a7289:0x96e7291be897f918,,
Sunny Blue,,https://www.google.com/maps/place/Sunny+Blue/data=!4m2!3m1!1s0x80c2bad235e9b36b:0xee312f6d6eab98be,,
Santa Monica Pier,,https://www.google.com/maps/place/Santa+Monica+Pier/data=!4m2!3m1!1s0x80c2a4d74d5ea79b:0xcd9a111aced18f4d,,
Thien Huong Restaurant,,https://www.google.com/maps/place/Thien+Huong+Restaurant/data=!4m2!3m1!1s0x80c2c65af79ca789:0xf9dbf8b42cc5d017,,
California Market,,https://www.google.com/maps/place/California+Market/data=!4m2!3m1!1s0x80c2b89a4a411985:0xc97c73b77bd42435,,
Stories,,https://www.google.com/maps/place/Stories/data=!4m2!3m1!1s0x80c2c71b8369099d:0x6a710a4078636fe5,,
Echo Park,,https://www.google.com/maps/place/Echo+Park/data=!4m2!3m1!1s0x80c2c704c57519c1:0xe01da4a03963ad75,,
Union,,https://www.google.com/maps/place/Union/data=!4m2!3m1!1s0x80c2c64160adbc4b:0x527217f541ae2569,,
Quickly,,https://www.google.com/maps/place/Quickly/data=!4m2!3m1!1s0x80c2c65a5dc841bf:0x8aa4d38f08b7b444,,
449 S Kingsley Dr,,https://www.google.com/maps/place/449+S+Kingsley+Dr/data=!4m2!3m1!1s0x80c2b9cfcc419da5:0xff57df52ead2361e,,
Los Angeles State Historic Park,,https://www.google.com/maps/place/Los+Angeles+State+Historic+Park/data=!4m2!3m1!1s0x80c2c65e3534f981:0x4b6311c62cbd36e2,,
Ginkgo Chinese Restaurant,,https://www.google.com/maps/place/Ginkgo+Chinese+Restaurant/data=!4m2!3m1!1s0x80c3318069b25589:0x61ec9759efea708c,,
OH LA LA,,https://www.google.com/maps/place/OH+LA+LA/data=!4m2!3m1!1s0x80c2c37db89145bd:0xb6679fe95d092140,,
Chipotle Mexican Grill,,https://www.google.com/maps/place/Chipotle+Mexican+Grill/data=!4m2!3m1!1s0x80c3311ef635bd3d:0x5eb6dfaf1393920f,,
The Claremont Colleges Library,,https://www.google.com/maps/place/The+Claremont+Colleges+Library/data=!4m2!3m1!1s0x80c331b8b1fcf963:0xef3edda04c38262b,,
California Botanic Garden,,https://www.google.com/maps/place/California+Botanic+Garden/data=!4m2!3m1!1s0x80c331ca6d3842ff:0x8a008e9e0e1050cc,,
Margaret Fowler Garden,,https://www.google.com/maps/place/Margaret+Fowler+Garden/data=!4m2!3m1!1s0x80c331babc486089:0xe0afb0ca707b4814,,
Potato Mountain,,https://www.google.com/maps/place/Potato+Mountain/data=!4m2!3m1!1s0x80c33a851b428823:0x1cec3bd94c5bd9d7,,
DoubleTree by Hilton Hotel Claremont,,https://www.google.com/maps/place/DoubleTree+by+Hilton+Hotel+Claremont/data=!4m2!3m1!1s0x80c331ce6a217bff:0x2ef7a2c29b1161b3,,
Claremont Hills Wilderness Park,,https://www.google.com/maps/place/Claremont+Hills+Wilderness+Park/data=!4m2!3m1!1s0x80c3306c2179ff63:0xbce3f5eaf562dec8,,
Little Mo,,https://www.google.com/maps/place/Little+Mo/data=!4m2!3m1!1s0x89c25c085b195555:0x9c19cb8f6cd22835,,
NYC Pet Direct,,https://www.google.com/maps/place/NYC+Pet+Direct/data=!4m2!3m1!1s0x89c25bfc1aa70763:0x88df105a42449109,,
Sage,,https://www.google.com/maps/place/Sage/data=!4m2!3m1!1s0x89c25956fb6c1891:0x7b48bcec263d797a,,
Historic Reservoir #3 Preserve,,https://www.google.com/maps/place/Historic+Reservoir+%233+Preserve/data=!4m2!3m1!1s0x89c2573f45c21b13:0x275e936f96c5c951,,
Formosa,,https://www.google.com/maps/place/Formosa/data=!4m2!3m1!1s0x89c25d5f8a5bebed:0xd6b18704a1bfa760,,
Ramen Misoya West Village,,https://www.google.com/maps/place/Ramen+Misoya+West+Village/data=!4m2!3m1!1s0x89c2594ba4d571dd:0xd1b8dfdbd75b2576,,
Greenpoint Original Pizza,,https://www.google.com/maps/place/Greenpoint+Original+Pizza/data=!4m2!3m1!1s0x89c259c77e5934d9:0xe727c76c5eaa6719,,
Thai Me,,https://www.google.com/maps/place/Thai+Me/data=!4m2!3m1!1s0x89c25b73cefdd54d:0x165a13bf9d56712,,
Juju Cafe and Deli,,https://www.google.com/maps/place/Juju+Cafe+and+Deli/data=!4m2!3m1!1s0x89c25b7d3a3c8def:0xed596be33f38333f,,
Débutea Brooklyn,,https://www.google.com/maps/place/D%C3%A9butea+Brooklyn/data=!4m2!3m1!1s0x89c25b91cf36857f:0x49ffce9205a20a15,,
Guacuco Bed-Stuy,,https://www.google.com/maps/place/Guacuco+Bed-Stuy/data=!4m2!3m1!1s0x89c25bf3720f76d1:0xee31474537e3753c,,
Third Kingdom (formerly And Beer NYC),,https://www.google.com/maps/place/Third+Kingdom+(formerly+And+Beer+NYC)/data=!4m2!3m1!1s0x89c259a4a5cd8e7f:0x787a845097c62f6a,,
Sunrise/Sunset,,https://www.google.com/maps/place/Sunrise%2FSunset/data=!4m2!3m1!1s0x89c25c11b8923b79:0xde49af7f07a01792,,
La petite joie,,https://www.google.com/maps/place/La+petite+joie/data=!4m2!3m1!1s0x89c259ba136a8acd:0x863ecc9b3f732f95,,
Molasses Books,,https://www.google.com/maps/place/Molasses+Books/data=!4m2!3m1!1s0x89c25c1b340d033f:0xabefec7672fea6a6,,
Old Croton Trailway State Park,,https://www.google.com/maps/place/Old+Croton+Trailway+State+Park/data=!4m2!3m1!1s0x89c2ed09ae160a9d:0xadd2654d37a4b94e,,
Fieldston,,https://www.google.com/maps/place/Fieldston/data=!4m2!3m1!1s0x89c2f3b06b78396b:0xb7dbb62c88caf5f0,,
PEARL DYNASTEA,,https://www.google.com/maps/place/PEARL+DYNASTEA/data=!4m2!3m1!1s0x89c2f3bd970f8813:0x4f36d77f6f3a62e2,,
Paxos Grill & Cafe,,https://www.google.com/maps/place/Paxos+Grill+%26+Cafe/data=!4m2!3m1!1s0x89c2f27a6a677d89:0xc697c5676f157f4b,,
Untermyer Gardens,,https://www.google.com/maps/place/Untermyer+Gardens/data=!4m2!3m1!1s0x89c2ed0835a9f315:0x844cbd353c1d036d,,
Mao Mao,,https://www.google.com/maps/place/Mao+Mao/data=!4m2!3m1!1s0x89c25d830a5d0c9d:0xc42b29d2e42cba38,,
Brooklyn Public Library - Bushwick Branch,,https://www.google.com/maps/place/Brooklyn+Public+Library+-+Bushwick+Branch/data=!4m2!3m1!1s0x89c25bfed6ad03dd:0x6bd88363e9a7ad56,,
Chipotle Mexican Grill,,https://www.google.com/maps/place/Chipotle+Mexican+Grill/data=!4m2!3m1!1s0x47f4ebb75b04c1ef:0xf2acae28149fce2a,,
Font ornamental,,https://www.google.com/maps/place/Font+ornamental/data=!4m2!3m1!1s0x12a4a30031b175a7:0x3081351b90570913,,
Mercat de la Boqueria,,https://www.google.com/maps/place/Mercat+de+la+Boqueria/data=!4m2!3m1!1s0x12a4a2f7b51e5a01:0x860ac654dc73add5,,
Mirador Barcelona,,https://www.google.com/maps/place/Mirador+Barcelona/data=!4m2!3m1!1s0x12a4a3ac3bab9dfb:0x6614b4e7ea80fa5a,,
Playa de Bogatell,,https://www.google.com/maps/place/Playa+de+Bogatell/data=!4m2!3m1!1s0x12a4a36c5a05f533:0x6542d4e99e12dfa6,,
Tokyo Mart Japanese Market,,https://www.google.com/maps/place/Tokyo+Mart+Japanese+Market/data=!4m2!3m1!1s0x89c2592ee377fb2d:0xc87e462637c2afff,,
Horseradish Market,,https://www.google.com/maps/place/Horseradish+Market/data=!4m2!3m1!1s0x89c25b925f1dff55:0x26db14e4c94f0261,,
South Cove Park,,https://www.google.com/maps/place/South+Cove+Park/data=!4m2!3m1!1s0x89c25a11d88f083d:0xabde176fddde65f5,,
Western Beef Supermarket,,https://www.google.com/maps/place/Western+Beef+Supermarket/data=!4m2!3m1!1s0x89c25ea48c5a2af3:0xa83effc359748bbf,,
Bajeko Sekuwa,,https://www.google.com/maps/place/Bajeko+Sekuwa/data=!4m2!3m1!1s0x89c25f6ead56ba71:0x956b2525a7494bb,,
Crystal Lake Brooklyn,,https://www.google.com/maps/place/Crystal+Lake+Brooklyn/data=!4m2!3m1!1s0x89c25957ead15555:0xa2121e78f9041a00,,
Mt Tammany,,https://www.google.com/maps/place/Mt+Tammany/data=!4m2!3m1!1s0x89c4879f4b70335f:0x62dee870ea463250,,
Pratt Playground,,https://www.google.com/maps/place/Pratt+Playground/data=!4m2!3m1!1s0x89c25bbf78ae2871:0x1d4c59d8bbd2bd80,,
DubuHaus,,https://www.google.com/maps/place/DubuHaus/data=!4m2!3m1!1s0x89c259949e33302d:0xe78c66bf04da82f4,,
Toad Style,,https://www.google.com/maps/place/Toad+Style/data=!4m2!3m1!1s0x89c25c6d4ec3b545:0x90c4e9894d526f96,,
National Museum of,,https://www.google.com/maps/place/National+Museum+of/data=!4m2!3m1!1s0x89b7b783fc58e717:0xde1953f24f51818,,
Lincoln Memorial Reflecting Pool,,https://www.google.com/maps/place/Lincoln+Memorial+Reflecting+Pool/data=!4m2!3m1!1s0x89b7b7a62b231d65:0xab9815d589ca6caf,,
Laos in Town,,https://www.google.com/maps/place/Laos+in+Town/data=!4m2!3m1!1s0x89b7b9d9c12b6a39:0x73823ca9c36542ad,,
Labyrinth Games & Puzzles,,https://www.google.com/maps/place/Labyrinth+Games+%26+Puzzles/data=!4m2!3m1!1s0x89b7b8324529febf:0xed73e536b6a61d22,,
Teaism Lafayette Park,,https://www.google.com/maps/place/Teaism+Lafayette+Park/data=!4m2!3m1!1s0x89b7b7bc4c4fd5a5:0x856f4e58654c0a16,,
Washington Union,,https://www.google.com/maps/place/Washington+Union/data=!4m2!3m1!1s0x89b7b826c99c9801:0xeb85b108ec9e4275,,
JF Books,,https://www.google.com/maps/place/JF+Books/data=!4m2!3m1!1s0x89b7b7f35b6830bb:0xbc43cc2520ac8466,,
Un je ne sais Quoi...,,https://www.google.com/maps/place/Un+je+ne+sais+Quoi.../data=!4m2!3m1!1s0x89b7b7c7a5060359:0x9f363719e25e849e,,
Mardirossian Facial Aesthetics,,https://www.google.com/maps/place/Mardirossian+Facial+Aesthetics/data=!4m2!3m1!1s0x88ded58ee8e731d7:0x1dc27240bf6d2c35,,
Nelly's Flowers And Plants,,https://www.google.com/maps/place/Nelly's+Flowers+And+Plants/data=!4m2!3m1!1s0x89c25be486df0229:0x56d18c7353abb0a,,
20 Gram Cafe,,https://www.google.com/maps/place/20+Gram+Cafe/data=!4m2!3m1!1s0x89c25933244b63a1:0xa3c5df3e9a7495f3,,
Yough,,https://www.google.com/maps/place/Yough/data=!4m2!3m1!1s0x89c25d9ae608164f:0x2835204fcd67505b,,
Cafe Rumi,,https://www.google.com/maps/place/Cafe+Rumi/data=!4m2!3m1!1s0x89c25be4e3149b2f:0x1a08c870450791f4,,
Don Filippo,,https://www.google.com/maps/place/Don+Filippo/data=!4m2!3m1!1s0x89c258be25bb07e5:0x247ba7a02c73160b,,
Belvedere Castle,,https://www.google.com/maps/place/Belvedere+Castle/data=!4m2!3m1!1s0x89c258efe1df7c15:0x88efe22fb72978b5,,
Shuka,,https://www.google.com/maps/place/Shuka/data=!4m2!3m1!1s0x89c2598d97dcd6dd:0xb97a39d45e2be2a2,,
Rolo’s,,https://www.google.com/maps/place/Rolo%E2%80%99s/data=!4m2!3m1!1s0x89c25d083d684859:0xc59c8c9aa3f0c062,,
Caraotas,,https://www.google.com/maps/place/Caraotas/data=!4m2!3m1!1s0x89c25d2284104dfd:0x33e762824213d027,,
Uzuki,,https://www.google.com/maps/place/Uzuki/data=!4m2!3m1!1s0x89c25965763e5337:0x1615a7413420279e,,
Ichiran,,https://www.google.com/maps/place/Ichiran/data=!4m2!3m1!1s0x89c25c0034670c0f:0xe65b1b2bc6ad199d,,
TSAOCAA,,https://www.google.com/maps/place/TSAOCAA/data=!4m2!3m1!1s0x89c25b0062049967:0x825d7458e1f119bc,,
fontainhas + (/du.kaan/),,https://www.google.com/maps/place/fontainhas+%2B+(%2Fdu.kaan%2F)/data=!4m2!3m1!1s0x89c25b007f9dc74f:0x7aca8ab94b23434c,,
East River Promenade,,https://www.google.com/maps/place/East+River+Promenade/data=!4m2!3m1!1s0x89c2597c8c9f0bb5:0xf422e78f41137489,,
High & Dry Coffee Bar,,https://www.google.com/maps/place/High+%26+Dry+Coffee+Bar/data=!4m2!3m1!1s0x89c25befb9f5ecbf:0xfc838c0ca732b757,,
Japan Village,,https://www.google.com/maps/place/Japan+Village/data=!4m2!3m1!1s0x89c25abf14eaaaab:0x78530e98b3cc75f2,,
A-un Brooklyn,,https://www.google.com/maps/place/A-un+Brooklyn/data=!4m2!3m1!1s0x89c25d640cfbe617:0xa9a42870d9a4ce43,,
Topos Bookstore Cafe,,https://www.google.com/maps/place/Topos+Bookstore+Cafe/data=!4m2!3m1!1s0x89c25c2778053eab:0x8c3e75d4cb3de580,,
supreme pizza NY,,https://www.google.com/maps/place/supreme+pizza+NY/data=!4m2!3m1!1s0x89c25a4b90d6c8eb:0xb454f4c506c7c8af,,
Dragon Tea,,https://www.google.com/maps/place/Dragon+Tea/data=!4m2!3m1!1s0x89c25bf3c2606443:0x9a68a032ce2b0a3e,,
Foodtown of Noll,,https://www.google.com/maps/place/Foodtown+of+Noll/data=!4m2!3m1!1s0x89c25d0052feaacd:0xbdd4832d609dff5e,,
ROCCO'S OF ROC BEACH COAL BRICK OVEN PIZZA BAR & RESTAURANT ITALIANO,,https://www.google.com/maps/place/ROCCO'S+OF+ROC+BEACH+COAL+BRICK+OVEN+PIZZA+BAR+%26+RESTAURANT+ITALIANO/data=!4m2!3m1!1s0x0:0x8f763235108010fd,,
Bari,,https://www.google.com/maps/place/Bari/data=!4m2!3m1!1s0x89c2ea0e04347eeb:0x8be9220ace5b94a6,,
Hook Mountain State Park,,https://www.google.com/maps/place/Hook+Mountain+State+Park/data=!4m2!3m1!1s0x89c2c19853be7037:0xaee44894689be7d0,,
Manhattan Bridge Orthodontics,,https://www.google.com/maps/place/Manhattan+Bridge+Orthodontics/data=!4m2!3m1!1s0x89c25a27e61960b3:0xc747c0abcb23d67d,,
Boran,,https://www.google.com/maps/place/Boran/data=!4m2!3m1!1s0x89c25a58823effff:0xabaf8c5b5604ee20,,
Le Botaniste,,https://www.google.com/maps/place/Le+Botaniste/data=!4m2!3m1!1s0x89c2598978a8e6bb:0xdfb7092e1feeb899,,
Holland Tunnel Ventilation Shaft 2,,https://www.google.com/maps/place/Holland+Tunnel+Ventilation+Shaft+2/data=!4m2!3m1!1s0x0:0x897f6e29c7c4958,,
The New York Historical,,https://www.google.com/maps/place/The+New+York+Historical/data=!4m2!3m1!1s0x0:0x505d79b92e16a75e,,
Sanuki Udon,,https://www.google.com/maps/place/Sanuki+Udon/data=!4m2!3m1!1s0x89c2590798e2e835:0x762594b568ae780b,,
Penny Bridge,,https://www.google.com/maps/place/Penny+Bridge/data=!4m2!3m1!1s0x89c25fd121841409:0x686b70980c2af323,,
Tavern On the Green,,https://www.google.com/maps/place/Tavern+On+the+Green/data=!4m2!3m1!1s0x89c258f4bf692e2b:0xe7a80a896e96aa05,,
Mark's Red Hook Pizza,,https://www.google.com/maps/place/Mark's+Red+Hook+Pizza/data=!4m2!3m1!1s0x89c25a8a160fb0f9:0x994c6d02314dbca1,,
"Louis Valentino, Jr. Park and Pier",,"https://www.google.com/maps/place/Louis+Valentino,+Jr.+Park+and+Pier/data=!4m2!3m1!1s0x89c25a88878c79ab:0x972b7eba537f19d5",,
Covert BK,,https://www.google.com/maps/place/Covert+BK/data=!4m2!3m1!1s0x89c25c6abf2fc6e1:0x41260e15ab631737,,
IKEA,,https://www.google.com/maps/place/IKEA/data=!4m2!3m1!1s0x89c28119531bb729:0xd1d954898584e22f,,
Anjappar Indian Cuisine,,https://www.google.com/maps/place/Anjappar+Indian+Cuisine/data=!4m2!3m1!1s0x89c25909d4fd1d69:0x2982f827d4c7bdda,,
Wonderville,,https://www.google.com/maps/place/Wonderville/data=!4m2!3m1!1s0x89c25dbf7a0a5e67:0xa55f67b3268ab0e4,,
abcV,,https://www.google.com/maps/place/abcV/data=!4m2!3m1!1s0x89c259a225db7ac5:0x1e26c04d3e270100,,
Matryoshka,,https://www.google.com/maps/place/Matryoshka/data=!4m2!3m1!1s0x89c25a22b27e7627:0x270bead4c199e23f,,
Poke Bowl NY,,https://www.google.com/maps/place/Poke+Bowl+NY/data=!4m2!3m1!1s0x89c25b0547feee33:0xa30f963ee3d375d7,,
Gong Cha Greenpoint,,https://www.google.com/maps/place/Gong+Cha+Greenpoint/data=!4m2!3m1!1s0x0:0xd7101385137aa01,,
Tofubox,,https://www.google.com/maps/place/Tofubox/data=!4m2!3m1!1s0x89c259f02f8b7daf:0x739febe6e30c3b9f,,
Irving Square Park,,https://www.google.com/maps/place/Irving+Square+Park/data=!4m2!3m1!1s0x89c25c3c541bdc33:0xb44e3d9288e3f4e4,,
Wilson Av,,https://www.google.com/maps/place/Wilson+Av/data=!4m2!3m1!1s0x89c25c3970d1df41:0xb8572b07b9d318bc,,
169 Bar,,https://www.google.com/maps/place/169+Bar/data=!4m2!3m1!1s0x89c25a2977d1e555:0x9132324f2de48525,,
Roberta's,,https://www.google.com/maps/place/Roberta's/data=!4m2!3m1!1s0x89c25d0d3ab223cd:0x16b11fd586b90f7d,,
Pho Maiden Lane,,https://www.google.com/maps/place/Pho+Maiden+Lane/data=!4m2!3m1!1s0x89c25b0075c61a69:0x88491412f8c29e2d,,
JoJu,,https://www.google.com/maps/place/JoJu/data=!4m2!3m1!1s0x89c25fad3103cfad:0xc91272051c627ea4,,
Lazy Suzy Cafe & Shop,,https://www.google.com/maps/place/Lazy+Suzy+Cafe+%26+Shop/data=!4m2!3m1!1s0x89c25d202a783af3:0x28825b80396dcbd8,,
Ayat Bushwick,,https://www.google.com/maps/place/Ayat+Bushwick/data=!4m2!3m1!1s0x89c25d00338370b7:0x8f333f612df8bf0e,,
Garden Carver,,https://www.google.com/maps/place/Garden+Carver/data=!4m2!3m1!1s0x89c259400a42aedd:0x28bf2ff630c4fb1,,
WNYC Transmitter Park,,https://www.google.com/maps/place/WNYC+Transmitter+Park/data=!4m2!3m1!1s0x89c259896ebafb3b:0xe33549c668db1a83,,
Grover Cleveland High School,,https://www.google.com/maps/place/Grover+Cleveland+High+School/data=!4m2!3m1!1s0x89c25e99034e272b:0x8ec0476158e7d6fe,,
Scott Ave,,https://www.google.com/maps/place/Scott+Ave/data=!4m2!3m1!1s0x89c25ea616924b59:0x6f25242dc1b129bf,,
Fort Wadsworth,,https://www.google.com/maps/place/Fort+Wadsworth/data=!4m2!3m1!1s0x89c24f1eaaaaaaab:0x28d75da5763ab64b,,
Ridgewood Reservoir,,https://www.google.com/maps/place/Ridgewood+Reservoir/data=!4m2!3m1!1s0x89c25dccfa46f08f:0x5869edcfec332c22,,
Grilled! Plant-based to make you Smile!,,https://www.google.com/maps/place/Grilled!+Plant-based+to+make+you+Smile!/data=!4m2!3m1!1s0x89c25d4ad84bba65:0x486ac9cd99735faf,,
Bushwick Market,,https://www.google.com/maps/place/Bushwick+Market/data=!4m2!3m1!1s0x89c25d5eb8d1081b:0xdd30a81def4a6fff,,
Takahachi S.A.,,https://www.google.com/maps/place/Takahachi+S.A./data=!4m2!3m1!1s0x89c25dbfd5e0fa2f:0x746af7d2d12a5869,,
Möge Tee Williamsburg NY,,https://www.google.com/maps/place/M%C3%B6ge+Tee+Williamsburg+NY/data=!4m2!3m1!1s0x89c259532a358989:0xd7894d2e6119c8d5,,
Chipotle Mexican Grill,,https://www.google.com/maps/place/Chipotle+Mexican+Grill/data=!4m2!3m1!1s0x89c25b2e50bcd907:0x77be35f88ceaf26a,,
MEILI 沉香,,https://www.google.com/maps/place/MEILI+%E6%B2%89%E9%A6%99/data=!4m2!3m1!1s0x89c259afa5e3832f:0x5c28ce53532224d2,,
ZooRoad 竹间路,,https://www.google.com/maps/place/ZooRoad+%E7%AB%B9%E9%97%B4%E8%B7%AF/data=!4m2!3m1!1s0x89c25f2d872ab48b:0x40563824a110340e,,
