city,source,kind,tags,y0,y1,span_real,segments,v0,v1,ratio,direction,era,city_peak,lat,lon
Asansol,populstat,seam,,1990,1992,2.0,2,712991,2069999,2.903,up,1900+,2920000,23.6889,86.9661
Changsha,populstat,step,flat0/75,1994,1996,2.0,1,1470000,4264246,2.901,up,1900+,5870000,28.2278,112.9389
Azemmour,populstat,fade,,1513,1521,7.9,1,24999,8621,2.9,down,1400-1900,70100,33.2867,-8.3472
Sihara,populstat,fade,,1782,1790,7.9,1,8621,24999,2.9,up,1400-1900,40000,27.7005,85.3356
Lanzhou,populstat,fade,,1732,1740,7.9,1,8598,24900,2.896,up,1400-1900,2970000,36.0614,103.8342
Queimados,populstat,terminal,frozen25y,1999,2001,2.0,2,1190000,411000,2.895,down,1900+,1190000,-22.7111,-43.5691
Zefat,populstat,fade,,-1360,-1310,50.0,1,24000,8320,2.884,down,pre-AD1,25400,32.9646,35.496
Zefat,populstat,fade,,-1260,-1210,50.0,1,2884,1000,2.884,down,pre-AD1,25400,32.9646,35.496
Montpellier,buringh,fade,,1090,1115,25.0,2,1000,2877,2.878,up,AD1-1400,324000,43.6109,3.8761
Kumasi,populstat,seam,,2002,2004,2.0,2,628000,1806987,2.877,up,1900+,4300000,6.6666,-1.6163
Beijing,populstat,step,flat0/260,1245,1270,25.0,3,139476,400999,2.875,up,AD1-1400,17000000,39.9042,116.4074
T'bilisi,populstat,fade,,1767,1775,7.9,1,8389,24000,2.861,up,1400-1900,1380000,41.6938,44.8015
Yazd,populstat,fade,,1805,1813,7.9,2,8389,24000,2.861,up,1400-1900,485000,31.8974,54.3569
Luoyang,populstat,step,flat0/99,-650,-600,50.0,1,70000,200000,2.857,up,pre-AD1,1850000,34.6181,112.454
Granada,buringh,step,flat94/0,1491,1499,7.9,2,200000,70000,2.857,down,1400-1900,381000,37.1825,-3.6012
Nahe,populstat,terminal,frozen35y,1988,1990,2.0,1,243948,694999,2.849,up,1900+,695000,53.7936,10.1357
Morón,populstat,terminal,frozen24y,2000,2002,2.0,2,878000,309000,2.841,down,1900+,878000,-34.6559,-58.6167
Meerut,populstat,step,flat0/113,1847,1855,7.9,2,29000,81935,2.825,up,1400-1900,2210000,28.9845,77.7064
Kaohsiung,populstat,step,flat516/0,1919,1921,2.0,2,100000,35399,2.825,down,1900+,2280000,22.6273,120.3014
Cherson,buringh,fade,,900,925,25.0,2,22500,7969,2.823,down,AD1-1400,365000,46.6354,32.6169
Cherson,buringh,fade,,950,975,25.0,1,2823,1000,2.823,down,AD1-1400,365000,46.6354,32.6169
Balkh,populstat,fade,,1785,1793,7.9,1,8153,23000,2.821,up,1400-1900,75000,36.7551,66.8975
Kaifeng,populstat,step,flat0/100,1125,1150,25.0,2,420894,150000,2.806,down,AD1-1400,1090000,34.7973,114.3073
Phoenix,populstat,other,,1950,1952,2.0,2,107000,300023,2.804,up,1900+,1970000,33.4482,-112.0777
Lucca,buringh,other,,1850,1858,7.9,2,63100,22516,2.802,down,1400-1900,91400,43.843,10.5157
Sihara,populstat,fade,,630,655,25.0,1,22000,7851,2.802,down,AD1-1400,40000,27.7005,85.3356
Sihara,populstat,fade,,680,705,25.0,1,2802,1000,2.802,down,AD1-1400,40000,27.7005,85.3356
Smolensk,buringh,step,flat566/409,1740,1748,7.9,2,42000,15000,2.8,down,1400-1900,356000,54.7903,32.0504
Baoshan,populstat,seam,,1993,1995,2.0,2,764307,273000,2.8,down,1900+,774000,25.112,99.1618
Esfahân,populstat,other,,1598,1606,7.9,2,40000,111875,2.797,up,1400-1900,1840000,32.6539,51.666
Taiyuan,populstat,other,,1642,1650,7.9,2,76289,27300,2.795,down,1400-1900,4010000,37.8706,112.5507
Belford Roxo,populstat,terminal,frozen25y,1999,2001,2.0,2,1209999,433000,2.794,down,1900+,1210000,-22.7606,-43.4037
San Antonio,populstat,seam,,1999,2001,2.0,2,1119523,400999,2.792,down,1900+,1690000,29.4252,-98.4946
Sanliurfa,populstat,fade,,1792,1800,7.9,1,7914,22000,2.78,up,1400-1900,740000,37.1674,38.7955
Cape Town,populstat,other,,1889,1897,7.9,3,41700,115685,2.774,up,1400-1900,4510000,-33.9221,18.4231
Lucca,buringh,other,,1834,1842,7.9,2,22799,63100,2.768,up,1400-1900,91400,43.843,10.5157
Hangzhou,populstat,step,flat0/251,1982,1984,2.0,2,1160460,3210000,2.766,up,1900+,7500000,30.2741,120.1552
Zhuhai,populstat,seam,,1994,1996,2.0,2,331000,912538,2.757,up,1900+,2200000,22.2709,113.5767
Putian,populstat,seam,,1994,1996,2.0,2,328000,902624,2.752,up,1900+,1880000,25.454,119.0077
Tombouctou,chandler_modelski,fade,,1500,1508,7.9,1,21300,7745,2.75,down,1400-1900,114000,16.7735,-3.0074
Juancheng,populstat,terminal,frozen35y,1988,1990,2.0,1,250325,686000,2.74,up,1900+,686000,35.5337,115.5446
Kochi,populstat,seam,,1990,1992,2.0,2,1085433,2969999,2.736,up,1900+,5080000,9.9312,76.2673
Ravenna,buringh,other,,1853,1861,7.9,2,20980,57299,2.731,up,1400-1900,138000,44.4184,12.2035
Delhi,populstat,step,flat0/163,1666,1674,7.9,1,400000,146575,2.729,down,1400-1900,30200000,28.7041,77.1025
Tôkyô,populstat,other,,1604,1612,7.9,2,60000,163514,2.725,up,1400-1900,33700000,35.6764,139.65
Haicheng,chandler_modelski,seam,,2000,2002,2.0,2,1040000,382359,2.72,down,1900+,1040000,40.8833,122.6833
Kish,buringh,fade,,-2400,-2350,50.0,1,2714,1000,2.714,down,pre-AD1,57600,32.5522,44.5856
Pyrgos,populstat,fade,,-1400,-1350,50.0,1,2714,1000,2.714,down,pre-AD1,35600,36.383,25.4478
Nippur,chandler_modelski,fade,,-1200,-1150,50.0,1,20000,7368,2.714,down,pre-AD1,98600,32.1269,45.2308
Nippur,chandler_modelski,fade,,-1100,-1050,50.0,1,2714,1000,2.714,down,pre-AD1,98600,32.1269,45.2308
Soba,chandler_modelski,fade,,1300,1325,25.0,1,20000,7368,2.714,down,AD1-1400,74300,15.5239,32.6808
Balad,populstat,fade,,-2400,-2350,50.0,1,20000,7368,2.714,down,pre-AD1,71400,34.0076,44.1483
Balad,populstat,fade,,-2300,-2250,50.0,1,2714,1000,2.714,down,pre-AD1,71400,34.0076,44.1483
Mohenjodaro,chandler_modelski,fade,,-2100,-2050,50.0,1,20000,7368,2.714,down,pre-AD1,61800,27.3253,68.1329
Mohenjodaro,chandler_modelski,fade,,-2000,-1950,50.0,1,2714,1000,2.714,down,pre-AD1,61800,27.3253,68.1329
Dienne,chandler_modelski,fade,,1324,1349,25.0,1,20000,7368,2.714,down,AD1-1400,20000,15.0334,-16.3501
Kish,buringh,fade,,-2500,-2450,50.0,1,20000,7368,2.714,down,pre-AD1,57600,32.5522,44.5856
Bahtîm,populstat,fade,,-1100,-1050,50.0,1,20000,7368,2.714,down,pre-AD1,276000,30.1372,31.2712
Bahtîm,populstat,fade,,-1000,-950,50.0,1,2714,1000,2.714,down,pre-AD1,276000,30.1372,31.2712
Pyrgos,populstat,fade,,-1500,-1450,50.0,1,20000,7368,2.714,down,pre-AD1,35600,36.383,25.4478
Qixia,populstat,terminal,frozen35y,1988,1990,2.0,1,246969,669999,2.713,up,1900+,670000,32.0964,118.9091
Caracol,chandler_modelski,other,,-50,0,50.0,1,15908,43099,2.709,up,pre-AD1,120000,20.6792,-88.5707
Tula de Allende,populstat,other,,-50,0,50.0,1,15908,43099,2.709,up,pre-AD1,100000,20.0558,-99.3424
Tiahuanaco,chandler_modelski,other,,-50,0,50.0,1,15908,43099,2.709,up,pre-AD1,100000,-16.5523,-68.6795
Tikal,chandler_modelski,other,,-50,0,50.0,1,15908,43099,2.709,up,pre-AD1,100000,17.2221,-89.6236
Caracol,chandler_modelski,other,,-200,-150,50.0,1,800,2167,2.709,up,pre-AD1,120000,20.6792,-88.5707
Tula de Allende,populstat,other,,-200,-150,50.0,1,800,2167,2.709,up,pre-AD1,100000,20.0558,-99.3424
Tiahuanaco,chandler_modelski,other,,-200,-150,50.0,1,800,2167,2.709,up,pre-AD1,100000,-16.5523,-68.6795
Tikal,chandler_modelski,other,,-200,-150,50.0,1,800,2167,2.709,up,pre-AD1,100000,17.2221,-89.6236
Baharampur,populstat,step,flat207/113,1870,1878,7.9,2,124999,46199,2.706,down,1400-1900,1110000,24.0983,88.2684
Jiangling,populstat,terminal,frozen35y,1988,1990,2.0,1,352516,951999,2.701,up,1900+,952000,30.0418,112.4247
Edinburgh,buringh,fade,,1360,1385,25.0,2,3706,10000,2.698,up,AD1-1400,537000,55.9533,-3.1883
Champotón,populstat,fade,,1528,1536,7.9,1,20000,7425,2.693,down,1400-1900,70500,19.3472,-90.72
Taza,populstat,fade,,1515,1523,7.9,1,20000,7425,2.693,down,1400-1900,188000,34.2106,-3.998
Zaanstad,populstat,fade,,1690,1698,7.9,1,20000,7425,2.693,down,1400-1900,135000,52.458,4.751
Pondicherry,populstat,step,flat157/781,1890,1898,7.9,2,127000,47199,2.691,down,1400-1900,998000,11.9416,79.8083
Toledo,chandler_modelski,seam,,1975,1977,2.0,2,563000,209493,2.687,down,1900+,563000,41.571,-83.9669
Chifeng,populstat,other,,1982,1984,2.0,2,268999,722232,2.685,up,1900+,1040000,42.2586,118.8889
Shijiazhuang,populstat,step,flat604/0,1993,1995,2.0,2,1430309,3839999,2.685,up,1900+,3840000,38.0428,114.5143
Ujjain,populstat,step,flat566/0,1873,1881,7.9,2,88199,32899,2.681,down,1400-1900,583000,23.1765,75.7885
Guanajuato,populstat,step,flat113/0,1814,1822,7.9,2,56000,20900,2.679,down,1400-1900,141000,21.019,-101.2574
Shenyang,populstat,other,,1881,1889,7.9,1,30000,80293,2.676,up,1400-1900,6890000,41.8048,123.433
Reggio nell'Emilia,buringh,step,flat0/125,1853,1861,7.9,1,18699,50012,2.674,up,1400-1900,141000,44.7031,10.6346
Brisbane,populstat,seam,,2000,2002,2.0,2,1600000,599684,2.668,down,1900+,1600000,-27.4705,153.026
Ciudad de México,populstat,step,flat125/0,1516,1524,7.9,2,80000,30000,2.667,down,1400-1900,19000000,19.4326,-99.1332
Nanjing,populstat,step,flat106/18,1350,1375,25.0,1,94999,252817,2.661,up,AD1-1400,6800000,32.0584,118.7965
Ruse,buringh,other,,1640,1648,7.9,1,24000,9025,2.659,down,1400-1900,193000,43.8356,25.9657
Hefei,populstat,step,flat251/75,1994,1996,2.0,1,1200000,3185523,2.655,up,1900+,4870000,31.8206,117.229
Szczecin,buringh,fade,,1125,1150,25.0,1,2645,7000,2.646,up,AD1-1400,416000,53.4285,14.5528
Yibin,populstat,seam,,1993,1995,2.0,2,761179,287999,2.643,down,1900+,762000,28.7513,104.6417
Jakarta,populstat,seam,,2001,2003,2.0,2,10475076,27599999,2.635,up,1900+,41900000,-6.1944,106.8229
Bucuresti,buringh,step,flat0/850,1650,1658,7.9,2,18999,49999,2.632,up,1400-1900,2210000,44.4268,26.1025
Delhi,populstat,seam,,2000,2002,2.0,2,7209999,18963818,2.63,up,1900+,30200000,28.7041,77.1025
Motherwell,populstat,other,,1900,1902,2.0,2,82000,31263,2.623,down,1900+,138000,55.7832,-3.9811
Hamadân,populstat,fade,,1295,1320,25.0,1,6868,18000,2.621,up,AD1-1400,498000,34.7983,48.5148
Hakodate,populstat,other,,1877,1885,7.9,4,112000,42781,2.618,down,1400-1900,319000,41.7687,140.7291
Kyõngju,populstat,fade,,1430,1438,7.9,1,18000,6919,2.601,down,1400-1900,276000,35.8447,129.207
Nanjing,populstat,step,flat283/346,1780,1788,7.9,2,130000,49999,2.6,down,1400-1900,6800000,32.0584,118.7965
Probolinggo,populstat,seam,,2000,2002,2.0,2,1009999,389000,2.596,down,1900+,1010000,-7.7764,113.2037
Yichuan,populstat,terminal,frozen35y,1988,1990,2.0,1,250167,647999,2.59,up,1900+,648000,36.0503,110.169
Cochabamba,populstat,other,,1858,1866,7.9,3,40700,15762,2.582,down,1400-1900,1350000,-17.382,-66.1596
Philadelphia,populstat,other,,1840,1848,7.9,1,100999,260372,2.578,up,1400-1900,2230000,39.9526,-75.1652
Bratislava,buringh,step,flat0/308,1550,1558,7.9,2,7000,18000,2.571,up,1400-1900,450000,48.1486,17.1077
"Iskandarîyah, Al-",populstat,other,,1828,1836,7.9,1,12499,32046,2.564,up,1400-1900,7270000,31.2001,29.9187
"Iskandarîyah, Al-",populstat,other,,1840,1848,7.9,1,52267,133999,2.564,up,1400-1900,7270000,31.2001,29.9187
Belém,populstat,other,,1864,1872,7.9,3,24238,61999,2.558,up,1400-1900,2180000,-1.4563,-48.5013
Taranto,buringh,fade,,1542,1550,7.9,1,6686,17100,2.557,up,1400-1900,242000,40.4622,17.2689
Perugia,buringh,other,,1858,1866,7.9,2,18300,46688,2.551,up,1400-1900,154000,43.1107,12.3908
Foshan,populstat,step,flat888/0,1930,1932,2.0,2,400000,157062,2.547,down,1900+,468000,23.0218,113.1219
Montevideo,populstat,other,,1881,1889,7.9,4,84745,214999,2.537,up,1400-1900,1450000,-34.9055,-56.1851
Linqu,populstat,other,,1988,1990,2.0,1,344820,872000,2.529,up,1900+,872000,36.5123,118.543
Changyi,populstat,other,,1988,1990,2.0,1,263671,666000,2.526,up,1900+,666000,36.8588,119.3986
Écija,buringh,step,flat188/0,1814,1822,7.9,2,25199,10000,2.52,down,1400-1900,41700,37.5438,-5.0838
Aswân,populstat,fade,,-1900,-1850,50.0,1,16000,6349,2.52,down,pre-AD1,494000,24.0889,32.8998
Aswân,populstat,fade,,-1800,-1750,50.0,1,2519,1000,2.52,down,pre-AD1,494000,24.0889,32.8998
Porto,buringh,other,,1959,1961,2.0,2,300999,756628,2.514,up,1900+,1260000,41.1579,-8.6291
Cusco,populstat,step,flat277/18,1869,1877,7.9,2,46099,18400,2.505,down,1400-1900,491000,-13.532,-71.9675
"Iskandarîyah, Al-",populstat,step,flat99/0,-49,1,50.0,2,1000000,400000,2.5,down,AD1-1400,7270000,31.2001,29.9187
Beijing,populstat,other,,1126,1151,25.0,2,52078,130000,2.496,up,AD1-1400,17000000,39.9042,116.4074
Bucuresti,buringh,other,,1640,1648,7.9,1,60000,24084,2.491,down,1400-1900,2210000,44.4268,26.1025
"Mansûrah, Al-",populstat,seam,,2002,2004,2.0,2,422999,1049589,2.481,up,1900+,1710000,31.0409,31.3785
Kozhikode,populstat,other,,1865,1873,7.9,2,20000,49624,2.481,up,1400-1900,6120000,11.2488,75.7839
Kebumen,populstat,seam,,2001,2003,2.0,2,1079999,435554,2.48,down,1900+,1080000,-7.6681,109.6525
Denver,populstat,other,,1870,1878,7.9,1,20199,50078,2.479,up,1400-1900,2270000,39.7392,-104.9903
Madrid,buringh,other,,1530,1538,7.9,1,3000,7432,2.477,up,1400-1900,5580000,40.4167,-3.7033
Madrid,buringh,other,,1542,1550,7.9,1,11907,29500,2.477,up,1400-1900,5580000,40.4167,-3.7033
Mathura,populstat,fade,,630,655,25.0,1,15000,6082,2.466,down,AD1-1400,566000,27.4924,77.6737
Mathura,populstat,fade,,680,705,25.0,1,2466,1000,2.466,down,AD1-1400,566000,27.4924,77.6737
Tall 'Afar,populstat,fade,,-2300,-2250,50.0,1,15000,6082,2.466,down,pre-AD1,237000,36.3624,42.4037
Tall 'Afar,populstat,fade,,-2200,-2150,50.0,1,2466,1000,2.466,down,pre-AD1,237000,36.3624,42.4037
Chandannagar,populstat,step,flat359/113,1810,1818,7.9,2,102000,41399,2.464,down,1400-1900,120000,22.8671,88.3674
Charlottenburg,buringh,other,,1885,1893,7.9,1,42400,104439,2.463,up,1400-1900,323000,52.5166,13.3041
San Salvador,populstat,seam,,2000,2002,2.0,2,666000,1640000,2.462,up,1900+,1640000,13.6929,-89.2182
Maracay,populstat,seam,,1990,1992,2.0,2,353999,870984,2.46,up,1900+,1000000,10.2442,-67.6066
Thebes (Luxor),populstat,step,flat200/0,-1600,-1550,50.0,1,10000,24494,2.449,up,pre-AD1,4190000,25.6872,32.6396
Thebes (Luxor),populstat,other,,-1550,-1500,50.0,2,24494,60000,2.449,up,pre-AD1,4190000,25.6872,32.6396
Brussel,devries,other,,1911,1913,2.0,1,176999,433248,2.448,up,1900+,1410000,50.8477,4.3572
Zhengzhou,populstat,other,,1994,1996,2.0,1,1869999,4567903,2.443,up,1900+,6390000,34.7472,113.6249
Ankara,populstat,fade,,1517,1525,7.9,1,6070,14800,2.438,up,1400-1900,3610000,39.9334,32.8597
Athínai,populstat,other,,1664,1672,7.9,2,22000,9034,2.435,down,1400-1900,3380000,37.9838,23.7275
Saint Paul,populstat,other,,1870,1878,7.9,1,26000,63197,2.431,up,1400-1900,312000,44.9537,-93.09
Chicago,populstat,other,,1850,1858,7.9,1,58599,142181,2.426,up,1400-1900,3730000,41.8781,-87.6298
Lanzhou,populstat,fade,,750,775,25.0,1,14200,5863,2.422,down,AD1-1400,2970000,36.0614,103.8342
Lanzhou,populstat,fade,,800,825,25.0,2,2421,1000,2.422,down,AD1-1400,2970000,36.0614,103.8342
Jersey City,populstat,other,,1850,1858,7.9,1,16199,39189,2.419,up,1400-1900,299000,40.7195,-74.043
Tûnis,populstat,seam,,1994,1996,2.0,2,674000,1625086,2.411,up,1900+,2470000,36.8065,10.1815
Dalian,populstat,seam,,2001,2003,2.0,2,5550000,2304858,2.408,down,1900+,5550000,38.914,121.6147
Lódz,buringh,other,,1888,1896,7.9,2,130575,314000,2.405,up,1400-1900,849000,51.7593,19.4559
Nîmes,buringh,fade,,1320,1345,25.0,1,16000,6653,2.405,down,AD1-1400,144000,43.8339,4.36
Kayseri,populstat,step,flat94/62,1830,1838,7.9,1,49999,20803,2.403,down,1400-1900,882000,38.7205,35.4826
Oyo,populstat,step,flat144/0,1848,1856,7.9,2,60000,24999,2.4,down,1400-1900,250000,8.1574,3.6147
Durg,populstat,seam,,1990,1992,2.0,2,307999,737722,2.395,up,1900+,1390000,21.1904,81.2849
Qandahâr,populstat,other,,1738,1746,7.9,1,24000,57403,2.392,up,1400-1900,799000,31.6205,65.7158
Malang,populstat,seam,,2002,2004,2.0,2,742999,1771848,2.385,up,1900+,1910000,-7.9666,112.6326
Kastamonu,populstat,step,flat409/0,1876,1884,7.9,2,49999,21000,2.381,down,1400-1900,100000,41.3766,33.7765
Xiaogan,populstat,seam,,2000,2002,2.0,2,1300000,546981,2.377,down,1900+,1300000,30.9248,113.9164
Dnipropetrovs'k,buringh,other,,1891,1899,7.9,2,49700,117130,2.357,up,1400-1900,1180000,48.4647,35.0462
Sofija,populstat,step,flat503/0,1863,1871,7.9,2,44751,18999,2.355,down,1400-1900,1140000,42.6977,23.3219
Qingdao,populstat,seam,,2001,2003,2.0,2,7100000,3015435,2.355,down,1900+,7100000,36.0662,120.383
Sûrat,populstat,seam,,2000,2002,2.0,2,1510000,3555172,2.354,up,1900+,6910000,21.1702,72.8311
Daulatabad,chandler_modelski,fade,,1192,1217,25.0,2,13000,5528,2.351,down,AD1-1400,208000,19.9427,75.2132
Vârânasi,populstat,seam,,1990,1992,2.0,2,1001367,2349999,2.347,up,1900+,3860000,25.3176,82.9739
Los Angeles,populstat,other,,1890,1898,7.9,1,65700,153906,2.343,up,1400-1900,12700000,34.0549,-118.2426
Chengdu,populstat,step,flat251/75,1994,1996,2.0,1,3260000,7628977,2.34,up,1900+,10200000,30.5723,104.0665
Salvador,populstat,other,,1805,1813,7.9,3,45600,106580,2.337,up,1400-1900,3140000,-12.9777,-38.5016
Changchun,populstat,seam,,2001,2003,2.0,2,7059999,3027536,2.332,down,1900+,7060000,43.816,125.3236
Tellicherry,populstat,seam,,1990,1992,2.0,2,402865,935000,2.321,up,1900+,1080000,11.7491,75.489
Monrovia,populstat,seam,,2002,2004,2.0,2,543000,1256214,2.313,up,1900+,1880000,6.3156,-10.8074
Katowice,buringh,other,,1919,1921,2.0,1,45200,104313,2.308,up,1900+,1030000,50.2649,19.0238
Changchun,populstat,other,,1922,1924,2.0,1,56000,129196,2.307,up,1900+,7060000,43.816,125.3236
Changchun,populstat,other,,1924,1926,2.0,1,130901,302000,2.307,up,1900+,7060000,43.816,125.3236
Zürich,buringh,other,,1861,1869,7.9,1,19799,45641,2.305,up,1400-1900,690000,47.3769,8.5417
Weifang,populstat,step,flat0/125,1982,1984,2.0,2,377999,871102,2.305,up,1900+,1170000,36.7069,119.1618
Cianjur,populstat,seam,,2001,2003,2.0,2,1369999,595313,2.301,down,1900+,1370000,-6.8193,107.1425
Nagasaki,populstat,other,,1890,1898,7.9,3,52660,120999,2.298,up,1400-1900,449000,32.7503,129.8779
Asunción,populstat,seam,,1992,1994,2.0,2,502000,1153368,2.298,up,1900+,1760000,-25.2637,-57.5759
Tehrân,populstat,other,,1796,1804,7.9,2,15000,34461,2.297,up,1400-1900,9170000,35.7219,51.3347
Mbuji-Mayi,populstat,seam,,1993,1995,2.0,2,748685,1719999,2.297,up,1900+,3610000,-6.1307,23.5967
Edinburgh,buringh,other,,1821,1829,7.9,2,65000,149317,2.297,up,1400-1900,537000,55.9533,-3.1883
Alîgarh,populstat,seam,,1990,1992,2.0,2,461979,1060000,2.294,up,1900+,1730000,27.8974,78.088
Leshan,populstat,other,,1977,1979,2.0,1,245429,563000,2.294,up,1900+,617000,29.5522,103.7654
Assur,chandler_modelski,fade,,-1000,-950,50.0,1,12000,5241,2.289,down,pre-AD1,88700,35.4567,43.2625
Assur,chandler_modelski,fade,,-900,-850,50.0,1,2289,1000,2.289,down,pre-AD1,88700,35.4567,43.2625
Nampo,populstat,step,flat0/100,1980,1982,2.0,1,233999,535512,2.289,up,1900+,704000,38.7523,125.3247
Liège,buringh,step,flat0/370,978,1003,25.0,1,4999,11430,2.286,up,AD1-1400,375000,50.6402,5.5689
Jiangyou,populstat,seam,,1994,1996,2.0,2,843000,370336,2.276,down,1900+,843000,31.7569,104.7246
Ottawa,populstat,seam,,2000,2002,2.0,2,1051053,461999,2.275,down,1900+,1060000,45.4201,-75.7003
Baki,populstat,other,,1883,1891,7.9,2,40817,92600,2.269,up,1400-1900,1980000,40.4093,49.8671
Yiyang,populstat,seam,,1994,1996,2.0,2,1160078,511999,2.266,down,1900+,1190000,28.5539,112.3552
Haarlem,buringh,step,flat629/94,1790,1798,7.9,2,48000,21200,2.264,down,1400-1900,215000,52.3874,4.6462
Minneapolis,populstat,seam,,2000,2002,2.0,2,383000,866424,2.262,up,1900+,1110000,44.9778,-93.265
Ningbo,populstat,other,,1993,1995,2.0,2,1119578,2529999,2.26,up,1900+,3090000,29.8683,121.544
Peshâwar,populstat,seam,,1980,1982,2.0,2,465940,1050000,2.254,up,1900+,3550000,34.0083,71.5189
Yarîm,populstat,fade,,1,26,25.0,1,2253,1000,2.253,down,AD1-1400,304000,14.2965,44.3757
Montpellier,buringh,step,flat144/0,1500,1508,7.9,1,13513,5999,2.252,down,1400-1900,324000,43.6109,3.8761
Thon Buri,populstat,step,flat377/0,1983,1985,2.0,2,615999,274000,2.248,down,1900+,616000,13.7149,100.4892
Seattle,populstat,other,,1890,1898,7.9,1,52400,117546,2.243,up,1400-1900,1400000,47.6061,-122.3328
Agrigento,buringh,fade,,1542,1550,7.9,1,5097,11400,2.236,up,1400-1900,55000,37.3088,13.5858
Varna,buringh,other,,1648,1656,7.9,2,8956,20000,2.233,up,1400-1900,314000,43.2141,27.9147
Jombang,populstat,seam,,2000,2002,2.0,2,1000000,448000,2.232,down,1900+,1000000,-7.5741,112.2861
Adelaide,populstat,other,,1881,1889,7.9,1,38500,85869,2.23,up,1400-1900,1090000,-34.9285,138.6007
Croydon,buringh,other,,1861,1869,7.9,1,20299,45232,2.228,up,1400-1900,335000,51.377,-0.0957
Novokuzneck,populstat,other,,1934,1936,2.0,1,98827,220000,2.226,up,1900+,565000,53.7596,87.1216
Praha,buringh,other,,1620,1628,7.9,2,96793,43499,2.225,down,1400-1900,1210000,50.0755,14.4378
Surabaya,populstat,seam,,2002,2004,2.0,2,2730000,6074464,2.225,up,1900+,6840000,-7.2575,112.7521
Narbonne,buringh,fade,,1300,1325,25.0,1,12099,5441,2.224,down,AD1-1400,47000,43.1843,3.0031
Yantai,populstat,step,flat384/176,1909,1911,2.0,2,120000,53999,2.222,down,1900+,1320000,37.4635,121.448
Guadalajara,populstat,seam,,2000,2002,2.0,2,1650000,3666189,2.222,up,1900+,4180000,20.6752,-103.3473
Provins,buringh,step,flat106/0,1300,1325,25.0,1,21000,9459,2.22,down,AD1-1400,21000,48.5602,3.2989
Provins,buringh,other,,1336,1361,25.0,1,6659,3000,2.22,down,AD1-1400,21000,48.5602,3.2989
Changchun,populstat,step,flat0/75,1994,1996,2.0,1,2400000,5326602,2.219,up,1900+,7060000,43.816,125.3236
Âgra,populstat,step,flat0/440,1638,1646,7.9,1,400000,180378,2.218,down,1400-1900,2790000,27.1767,78.0081
"Qâhirah, Al-",populstat,seam,,2002,2004,2.0,2,7759999,17155836,2.211,up,1900+,25600000,30.0444,31.2357
Pisa,buringh,step,flat113/94,1858,1866,7.9,2,23000,50835,2.21,up,1400-1900,104000,43.7228,10.4018
Ieper,buringh,other,,1404,1412,7.9,2,23602,10700,2.206,down,1400-1900,35300,50.8577,2.8712
Gresik,populstat,seam,,2000,2002,2.0,2,815999,370000,2.205,down,1900+,816000,-7.1652,112.652
Kansas City,populstat,other,,1870,1878,7.9,1,30099,66301,2.203,up,1400-1900,504000,39.0997,-94.5786
Himeji,populstat,other,,1945,1947,2.0,2,83199,183219,2.202,up,1900+,507000,34.8154,134.6856
Cilacap,populstat,seam,,2001,2003,2.0,2,1460000,663004,2.202,down,1900+,1460000,-7.6983,109.0235
Brasília,populstat,seam,,2000,2002,2.0,2,2029999,922495,2.201,down,1900+,2030000,-15.7975,-47.8919
Stoke-on-Trent,buringh,other,,1853,1861,7.9,1,45987,100999,2.196,up,1400-1900,333000,53.0033,-2.1827
Essen,buringh,other,,1861,1869,7.9,3,20800,45615,2.193,up,1400-1900,728000,51.4576,7.0225
Yueyang,populstat,seam,,1995,1997,2.0,2,1140000,519890,2.193,down,1900+,1140000,29.3573,113.1292
Kaohsiung,populstat,step,flat62/516,1890,1898,7.9,1,220000,100615,2.187,down,1400-1900,2280000,22.6273,120.3014
Nanjing,populstat,other,,1102,1127,25.0,1,66999,145752,2.175,up,AD1-1400,6800000,32.0584,118.7965
Roma,buringh,step,flat400/0,300,325,25.0,1,998999,459278,2.175,down,AD1-1400,2840000,41.8967,12.4822
Roma,buringh,other,,336,361,25.0,1,326272,150000,2.175,down,AD1-1400,2840000,41.8967,12.4822
Tai'an,populstat,other,,1980,1982,2.0,1,524621,1140000,2.173,up,1900+,1440000,36.1999,117.0884
Qûqon,populstat,step,flat188/0,1865,1873,7.9,2,76000,35000,2.171,down,1400-1900,308000,40.5341,70.9309
Kagoshima,populstat,other,,1873,1881,7.9,1,24900,53971,2.168,up,1400-1900,570000,31.5969,130.5571
Lomé,populstat,seam,,2002,2004,2.0,2,657999,1425766,2.167,up,1900+,2420000,6.1296,1.2197
Zanzibar,populstat,step,flat125/0,1877,1885,7.9,2,65000,30000,2.167,down,1400-1900,967000,-6.1652,39.1989
San Francisco,populstat,other,,1850,1858,7.9,1,34799,75351,2.165,up,1400-1900,3160000,37.7749,-122.4194
Stuttgart,buringh,step,flat0/138,1808,1816,7.9,1,22699,49102,2.163,up,1400-1900,899000,48.7758,9.1829
Monterrey,populstat,seam,,1999,2001,2.0,2,1539999,3330906,2.163,up,1900+,3940000,25.6866,-100.3161
Faizâbâd,populstat,other,,1865,1873,7.9,3,100000,46277,2.161,down,1400-1900,992000,26.773,82.1458
Siâlkot,populstat,seam,,1980,1982,2.0,2,249016,537999,2.16,up,1900+,1910000,32.4925,74.5312
